"";"name";"ID";"agreement_start";"creditcardnr";"default";"date_of_default"
"4460";"Briana Kohler";"650-61-7793";2002-11-19;"7279-4060-2873-5963";0;NA
"4461";"Darren Lockman";"822-23-3966";1999-10-05;"4533-9934-7326-3221";0;NA
"4462";"Ann Corwin";"120-80-3604";2001-11-23;"3492-1154-7152-3218";0;NA
"4463";"Kiersten Bode";"822-72-4040";2000-08-06;"4018-4159-5698-7714";0;NA
"4464";"Omer Muller";"823-89-4261";1999-06-25;"4963-1051-2493-2795";0;NA
"4465";"Ike Wuckert";"189-53-3569";1995-02-14;"9048-3649-5898-7106";0;NA
"4466";"Mohamed Hirthe";"774-99-2886";2003-02-18;"9876-9441-5877-9731";0;NA
"4467";"Dominique Hickle";"769-21-3232";1992-10-20;"4289-3505-5263-4480";0;NA
"4468";"Otilia Runte";"823-76-3199";1991-02-26;"7511-8529-1752-1218";0;NA
"4469";"Ignacio Hamill";"194-65-9644";2003-04-09;"8486-1453-8325-8377";0;NA
"4470";"Armand Wuckert";"312-56-5365";1995-03-27;"8173-9761-3851-6706";0;NA
"4471";"Raymond Walter";"237-50-5119";1990-09-23;"3846-8179-7677-1193";0;NA
"4472";"Jared Reichel";"638-35-7595";1998-06-28;"3761-8019-2421-5753";0;NA
"4473";"Deandre Stiedemann";"169-56-7238";1991-04-28;"6763-6380-7360-4817";1;"2011-02-06"
"4474";"Perry Paucek";"525-90-9678";1996-03-24;"3053-7955-2900-1259";0;NA
"4475";"Mario Lemke";"963-54-3329";1993-06-25;"8154-6651-7480-2825";0;NA
"4476";"Retta Legros";"493-29-6580";1997-08-26;"4560-2272-8666-9357";0;NA
"4477";"Clora Hoeger";"750-30-1310";2000-01-19;"8093-1845-8301-9459";0;NA
"4478";"Tandy Gerlach";"281-82-1414";1993-07-30;"2233-4009-8500-5463";0;NA
"4479";"Henriette Hilpert";"977-61-6499";2000-10-03;"4171-9764-4921-6459";1;"2021-10-13"
"4480";"Myung Moen";"954-41-2628";1999-11-07;"9894-6952-2908-4588";1;"2012-10-29"
"4481";"Latanya Wiza";"381-35-6800";1994-02-08;"4608-6841-4427-2171";0;NA
"4482";"Magan Haley";"381-33-6163";1997-04-10;"4966-7072-6889-6763";0;NA
"4483";"Seymour Carroll";"524-72-8701";1994-03-30;"4518-6417-4716-9186";0;NA
"4484";"Tonie Heidenreich";"572-26-2484";2001-09-27;"9234-8514-2799-2388";0;NA
"4485";"Antoinette Bernier";"928-80-5065";1999-06-02;"5416-2508-5523-8530";1;"2010-06-04"
"4486";"Kurt O'Conner";"306-79-2779";2003-01-13;"9471-2870-2141-8667";0;NA
"4487";"Ivan Wintheiser";"382-10-2863";1992-01-18;"9144-2961-5095-6979";0;NA
"4488";"Cordell Larson";"349-10-9998";1994-10-05;"2513-8027-4764-8365";0;NA
"4489";"Ulysses Jacobi";"530-11-5785";2003-05-02;"4277-2577-5378-2371";0;NA
"4490";"Basil Sanford";"448-64-8947";1996-10-30;"8115-1702-9444-8166";0;NA
"4491";"Alberto Prosacco";"790-39-2866";1996-09-11;"6812-8867-9881-9224";0;NA
"4492";"Charley Schuppe";"136-92-4549";1992-01-04;"1701-7522-4525-1077";1;"2014-07-09"
"4493";"Jared Towne";"142-65-6978";1991-11-20;"9551-6723-7878-9493";0;NA
"4494";"Carmelo Rohan";"304-38-5491";1992-06-20;"3628-3569-7858-2610";1;"2016-08-22"
"4495";"Maryam Zulauf";"391-43-5266";1996-10-26;"3276-9369-9601-9993";0;NA
"4496";"Erlene Reichel";"289-49-7406";1992-02-16;"8900-6251-2517-7898";0;NA
"4497";"Irvin Jones";"864-49-4646";1990-12-24;"2404-8920-8220-1824";1;"2022-02-21"
"4498";"Felipe Kshlerin";"767-36-7412";1990-12-22;"4716-9083-9888-5705";0;NA
"4499";"Sabrina O'Hara";"246-95-9619";2001-01-23;"1419-4302-6526-2227";0;NA
"4500";"Rick Zboncak";"421-15-2598";1999-11-30;"8008-2698-1669-3514";1;"2019-11-02"
"4501";"Joel Batz";"503-27-7943";2003-09-26;"1409-6930-4842-9317";0;NA
"4502";"Shayne Jacobson";"643-67-6845";1999-11-29;"4565-5293-5244-7419";0;NA
"4503";"Steve Tromp";"882-68-4180";2000-09-15;"8653-8691-6037-4830";0;NA
"4504";"Wm O'Keefe";"788-63-5480";1997-07-24;"6943-2573-4909-4960";1;"2023-09-06"
"4505";"Jamie Breitenberg";"530-30-1415";2003-04-02;"5402-4972-9893-9184";0;NA
"4506";"Scotty Thompson";"958-80-7652";1995-04-12;"4863-9137-8924-3572";1;"2008-03-29"
"4507";"Kam Schmeler";"163-63-7264";1998-11-22;"4198-2236-5107-3501";0;NA
"4508";"Elias Koepp";"262-28-2610";2002-06-03;"2420-3686-9378-2728";0;NA
"4509";"Melissa Pouros";"757-82-1987";2003-02-13;"9582-8357-7885-5360";0;NA
"4510";"Heidy Weber";"865-60-8116";1990-01-02;"7658-8762-2700-1658";0;NA
"4511";"Jason Weimann";"499-50-4531";1999-11-15;"5021-6907-3553-5285";0;NA
"4512";"Jeromy Sauer";"676-40-7309";2001-05-20;"4777-6274-8514-4203";0;NA
"4513";"Tyree Mueller";"161-43-4367";2001-12-09;"3083-1978-1226-3717";0;NA
"4514";"Wally Koepp";"576-43-6299";1991-04-20;"4214-5373-7497-2749";0;NA
"4515";"Shane Schaefer";"983-34-7106";2002-03-22;"7442-1478-2166-6482";0;NA
"4516";"Cleora Blanda";"871-30-4530";1996-02-02;"9965-7485-1377-2124";0;NA
"4517";"Ben Schamberger";"379-44-6930";1990-10-27;"4043-1047-9746-8814";0;NA
"4518";"Cruz Rogahn";"854-37-6337";1993-06-27;"2622-5154-6114-1163";1;"2019-03-11"
"4519";"Mason Schaefer";"154-41-3896";1997-03-14;"9846-6698-1898-6986";0;NA
"4520";"Efrain Littel";"879-32-6335";1994-01-12;"4209-3579-3365-3302";0;NA
"4521";"Hope Nicolas";"710-34-1754";2001-12-28;"4407-5010-2996-7597";0;NA
"4522";"Andrew Streich";"918-59-6564";1999-07-26;"1559-6469-4033-8178";0;NA
"4523";"Maynard Kuhlman";"525-86-6952";1997-04-15;"3838-6287-4465-4053";0;NA
"4524";"Delpha Franecki";"918-77-2296";1993-04-28;"6343-9290-5646-4364";0;NA
"4525";"Clair Smith";"832-39-9066";1990-12-21;"3580-3293-7914-3284";0;NA
"4526";"Jin Cummerata";"458-12-9913";2000-01-11;"9130-1404-4111-5965";0;NA
"4527";"Hilton Schaefer";"901-31-1778";1993-07-19;"6584-2459-6652-3259";0;NA
"4528";"Troy Jaskolski";"779-55-1542";1998-09-05;"5679-5926-9814-5361";0;NA
"4529";"Alessandra Kirlin";"162-40-2605";1996-08-02;"4270-8109-5655-6664";0;NA
"4530";"Janessa Hermiston";"373-77-7939";1996-03-20;"5296-6416-4909-7041";0;NA
"4531";"Jame Kunze";"667-92-7844";1994-03-23;"8300-5736-7401-4795";0;NA
"4532";"Shannon Reynolds";"460-50-4784";1991-08-20;"6970-4339-7466-6108";0;NA
"4533";"Dario Kertzmann";"859-44-7970";1998-06-08;"6666-6144-9460-7497";0;NA
"4534";"Guadalupe Hauck";"961-98-5358";1994-04-10;"8461-7850-9135-5616";0;NA
"4535";"Mireille Marvin";"997-46-2375";1997-10-26;"1460-3857-2531-9072";1;"2021-04-09"
"4536";"Dalton Lubowitz";"305-40-9095";1990-05-09;"3346-2573-5262-9957";0;NA
"4537";"Harold Friesen";"555-52-8135";2002-03-20;"5170-8039-8399-6613";0;NA
"4538";"Roderick Feil";"124-11-7747";1997-03-26;"1395-2137-1391-5304";0;NA
"4539";"Kendra Bogisich";"436-44-5246";1991-08-04;"5540-2473-8528-9729";1;"2007-07-23"
"4540";"Ouida Zemlak";"701-11-4700";1996-06-07;"2860-5967-8158-2255";0;NA
"4541";"Les Botsford";"582-84-9156";2001-11-30;"2340-7886-7341-5609";0;NA
"4542";"Antonia Russel";"668-49-6753";1996-10-12;"8492-5181-2407-8285";0;NA
"4543";"Trent Schumm";"627-83-9814";2003-11-14;"2367-6746-5900-6792";0;NA
"4544";"Antoine Reinger";"684-27-4131";1997-06-02;"4979-2108-3955-6848";1;"2020-08-08"
"4545";"Daren Larkin";"632-81-7658";1999-10-26;"3629-6327-6934-7304";0;NA
"4546";"Thomas Blick";"308-59-8462";2003-02-12;"6212-1172-3931-3380";0;NA
"4547";"Nadia Dickinson";"518-52-1922";1996-09-05;"8877-5074-1527-9513";0;NA
"4548";"Lanette Schamberger";"803-98-3027";1998-09-27;"4666-1967-3261-4067";1;"2004-01-22"
"4549";"Isiah Collier";"768-74-9120";1999-03-22;"5391-6332-7982-4339";0;NA
"4550";"Cruz Wuckert";"263-76-5166";1993-06-12;"6360-9609-9595-7522";1;"2020-06-09"
"4551";"Roseline Kshlerin";"909-75-3383";1999-07-01;"4475-4614-1765-3571";0;NA
"4552";"Rivka Boyle";"735-31-7032";1991-06-29;"3172-4331-9342-7300";0;NA
"4553";"Kimi Senger";"460-87-5933";1998-08-21;"7990-6158-8552-4622";0;NA
"4554";"Salvatore Turcotte";"418-25-5047";1996-12-13;"2569-5834-9404-8286";0;NA
"4555";"Efrain Walker";"789-16-2361";1998-07-08;"6021-8744-1147-9771";0;NA
"4556";"Ernie Lubowitz";"610-34-3918";1998-10-10;"4695-9222-7599-4220";0;NA
"4557";"Ji Zieme";"177-12-8391";1990-12-16;"2356-5074-1721-2191";0;NA
"4558";"Michal Stoltenberg";"967-37-5345";2003-11-22;"5456-7987-7384-9982";0;NA
"4559";"Candie Torp";"316-75-8671";1995-07-20;"8828-2110-5724-7472";0;NA
"4560";"Parker Champlin";"916-50-9060";1997-06-08;"1606-6284-8954-4971";0;NA
"4561";"Clara Paucek";"737-71-8791";1993-01-09;"4978-5901-4910-7973";0;NA
"4562";"Gonzalo Bogisich";"933-43-1927";1993-02-23;"9813-8313-7995-1424";0;NA
"4563";"Leslie Turner";"437-67-2672";1990-08-01;"2901-1912-7633-2803";0;NA
"4564";"Annalisa Jacobi";"677-89-4009";2000-07-31;"5182-3359-4331-4456";1;"2007-06-15"
"4565";"Mammie Thiel";"823-57-2212";1999-09-13;"2431-2639-7473-8593";0;NA
"4566";"Kimiko O'Hara";"300-46-5784";1993-11-19;"2851-8704-2609-6243";0;NA
"4567";"Riley Gottlieb";"139-29-1415";1994-08-28;"7026-7113-7046-1294";0;NA
"4568";"Rusty Abbott";"746-75-6633";2003-02-25;"7824-4555-7027-7149";1;"2009-07-18"
"4569";"Hal Hintz";"798-93-7017";2003-05-01;"3187-3655-5183-4348";0;NA
"4570";"Candi Kub";"721-45-6272";1996-06-09;"5899-4870-9282-3808";0;NA
"4571";"Christiane Thompson";"471-33-8239";2000-02-20;"8812-5134-1844-3393";0;NA
"4572";"Felicia Carroll";"731-10-1261";2000-11-05;"7906-3306-3809-5251";0;NA
"4573";"Carmon Buckridge";"676-86-3733";2001-06-06;"8456-3684-4638-6176";0;NA
"4574";"Rae Halvorson";"405-60-1547";1997-07-03;"4732-4189-2437-5004";0;NA
"4575";"Anabel Kertzmann";"929-63-2832";1999-02-20;"2231-2436-8061-2667";0;NA
"4576";"Leonard Lynch";"732-18-7768";2003-09-20;"7251-2528-6926-8257";0;NA
"4577";"Ahmad Sauer";"299-76-9727";2002-12-06;"2374-5351-9718-7333";0;NA
"4578";"Sirena Bayer";"430-26-6244";1998-05-03;"6606-9079-9777-3349";0;NA
"4579";"Miss Erdman";"301-80-4742";1991-11-21;"9458-8322-6422-1227";0;NA
"4580";"Dion Metz";"292-73-7986";1998-03-06;"8915-2769-9377-5880";0;NA
"4581";"Deloise Schmitt";"592-55-7669";2001-09-12;"5779-5575-5752-9416";0;NA
"4582";"Toby Hilpert";"888-72-5803";1999-03-26;"2004-9166-6594-9646";0;NA
"4583";"Reba Maggio";"349-33-3106";2001-03-23;"1092-2371-6875-5869";0;NA
"4584";"Shayne Satterfield";"223-63-6132";1992-09-26;"5133-5078-2253-8954";0;NA
"4585";"Cody Oberbrunner";"979-13-7690";1997-05-20;"4476-4875-2567-3686";0;NA
"4586";"Burl Gorczany";"756-62-6539";1992-08-31;"6744-4026-4590-5883";0;NA
"4587";"Shayne Jones";"812-87-7227";2000-07-25;"7567-6717-4305-3683";0;NA
"4588";"Allan Kuhlman";"965-54-7435";2003-08-28;"2742-5815-3751-2288";0;NA
"4589";"Lucas Ledner";"672-66-1027";2000-02-25;"3357-4352-4630-2338";0;NA
"4590";"Lonny Kulas";"810-99-6774";1996-04-19;"7056-5240-9223-6735";0;NA
"4591";"Carrol Homenick";"681-46-1468";1993-09-02;"1264-9294-3045-3897";1;"2021-08-24"
"4592";"Lucilla Kling";"699-93-4908";2002-03-10;"3985-4126-3923-3769";0;NA
"4593";"Herma Yost";"436-45-4834";1993-10-21;"2825-2360-6240-2055";0;NA
"4594";"Ma Bergstrom";"148-12-7057";1994-09-27;"5966-8494-7174-3492";0;NA
"4595";"Ross Lind";"167-49-3628";1996-11-23;"5272-1006-2516-8931";0;NA
"4596";"Dusty Kutch";"316-22-1566";1991-05-17;"1957-1024-6554-6418";0;NA
"4597";"Elayne Stracke";"112-69-4502";1999-12-24;"8815-2124-1055-5459";0;NA
"4598";"Corinna Walsh";"215-28-8546";1997-06-26;"1336-9890-4144-8538";1;"2004-04-21"
"4599";"Mohammed Moen";"772-66-7923";1999-10-06;"6392-4248-5170-2540";0;NA
"4600";"Dusty Reichert";"242-82-7375";1994-09-09;"5021-1865-8086-5678";1;"2016-08-07"
"4601";"Allena Zemlak";"571-19-9569";1998-08-11;"5619-3559-2627-7754";0;NA
"4602";"Britt Kohler";"689-79-5882";1996-12-24;"6276-5459-8666-1368";1;"2015-07-12"
"4603";"Valencia Keebler";"375-14-4308";1998-11-07;"8968-3341-7591-1777";0;NA
"4604";"Myrl Cruickshank";"225-52-8877";1996-12-22;"2381-9919-1227-7172";0;NA
"4605";"Danilo Hyatt";"790-99-6232";2000-12-22;"3369-5409-6340-5920";0;NA
"4606";"Ned Goodwin";"354-71-1982";1995-03-02;"8273-8286-6812-1020";1;"2009-12-14"
"4607";"Harrison Goyette";"906-70-5672";1995-05-10;"6337-9318-5192-7412";1;"2006-10-23"
"4608";"Ferdinand Ratke";"712-56-2357";2003-09-17;"2951-2687-1901-9515";1;"2012-09-10"
"4609";"Damon Collier";"459-35-6758";2001-11-06;"6908-9891-2457-3942";1;"2004-01-26"
"4610";"Kelly Kunde";"798-60-3156";1995-10-06;"6246-5065-8505-4251";0;NA
"4611";"Mae Paucek";"687-89-7456";1991-02-16;"7841-6600-4810-6590";0;NA
"4612";"Rivka Okuneva";"680-82-3647";2001-08-18;"5623-9458-1351-1847";0;NA
"4613";"Chrystal Wolf";"990-42-7543";2000-09-09;"8710-4956-3430-4169";1;"2012-03-08"
"4614";"Harris Shanahan";"449-54-8724";1999-08-02;"5584-6279-6050-5036";0;NA
"4615";"Tiffanie Gottlieb";"602-96-4530";2002-08-10;"8503-8144-9194-6998";1;"2018-03-21"
"4616";"Alla Aimonetti";"662-61-7244";1999-06-22;"1491-9468-1293-1158";0;NA
"4617";"Jermaine Volkman";"682-45-5864";1997-03-23;"5449-5376-6310-9036";0;NA
"4618";"Altagracia Krajcik";"323-60-9569";1996-09-27;"4650-7829-2205-1651";0;NA
"4619";"Kimberley Shields";"998-50-9635";1997-10-12;"3683-3744-8022-9449";1;"2016-09-14"
"4620";"Mirna DuBuque";"967-23-4845";2001-03-08;"1065-1863-8140-8548";0;NA
"4621";"Jonathan Homenick";"586-79-6965";1994-12-15;"7346-4919-8480-1410";0;NA
"4622";"Ellamae Gulgowski";"958-22-7382";1999-04-04;"7142-3806-9602-7454";0;NA
"4623";"Gabriel Deckow";"569-80-1555";2003-05-22;"3262-6180-2596-9651";0;NA
"4624";"Shaunte Lakin";"957-17-1206";1995-02-25;"5019-7590-8446-3674";0;NA
"4625";"Mandi Osinski";"856-90-1581";1997-01-12;"6783-5028-9349-4064";0;NA
"4626";"Jestine Kshlerin";"131-94-1625";2003-06-07;"5090-7144-5941-9425";0;NA
"4627";"Parker Ondricka";"107-92-5410";2003-04-11;"6353-5242-8254-5554";0;NA
"4628";"Margarett Fisher";"823-42-6021";1991-08-14;"5236-6782-7045-6221";0;NA
"4629";"Clyde Lockman";"643-17-1662";2002-05-08;"2035-5609-3387-3023";0;NA
"4630";"Senaida McDermott";"325-19-9355";2000-04-22;"7547-1179-9796-7770";0;NA
"4631";"Marc Sanford";"212-90-5250";2003-10-18;"9593-6753-5018-9392";1;"2015-03-24"
"4632";"Dalton Stracke";"800-56-6971";1998-06-21;"1450-4760-8843-2687";1;"2006-04-12"
"4633";"Mickey Stamm";"215-74-9455";1998-03-19;"3532-9851-1526-6934";0;NA
"4634";"Alberto O'Hara";"887-40-5008";1990-02-28;"7761-4136-4058-2386";0;NA
"4635";"Hettie Hilll";"104-25-9219";2000-11-11;"9210-9997-4026-1357";1;"2010-02-21"
"4636";"Ramon Cruickshank";"976-84-1985";2003-09-15;"6853-5623-1374-3308";0;NA
"4637";"Yolando Hickle";"192-20-7444";1992-05-26;"2457-3120-3393-1806";0;NA
"4638";"Regine Nicolas";"702-32-4007";1996-07-31;"2132-8994-8078-4530";0;NA
"4639";"Marlin Ruecker";"427-47-6450";1999-08-15;"4768-5040-4629-8030";0;NA
"4640";"Jeramy Crooks";"203-20-5004";1990-11-04;"3201-3225-4031-6354";1;"2024-01-24"
"4641";"Allene Stanton";"129-63-2882";2001-09-28;"3749-9531-9082-9708";0;NA
"4642";"Sallie Gibson";"724-47-8827";2002-11-30;"9255-7059-6773-5952";1;"2016-01-15"
"4643";"Sammie Corkery";"718-42-2262";1996-07-12;"1503-6228-1594-6917";1;"2013-01-22"
"4644";"Joanie McCullough";"980-86-2268";1999-08-09;"6696-8164-1607-1574";0;NA
"4645";"Alma Nader";"687-19-2099";1990-11-23;"3926-5802-1338-3212";0;NA
"4646";"Bella McClure";"357-43-9475";1992-11-24;"5153-9589-2489-6259";0;NA
"4647";"Morgan Hermiston";"168-81-8424";2003-04-20;"3331-3867-9937-3038";1;"2012-10-25"
"4648";"Jamaal Koelpin";"993-36-8872";1992-05-05;"7275-5875-2221-4225";0;NA
"4649";"Marcelle Kuhlman";"329-78-6980";2000-05-04;"2750-2296-9344-8229";0;NA
"4650";"Nathan Bosco";"206-28-8545";1990-11-10;"4218-2730-9638-7280";0;NA
"4651";"Gemma Terry";"360-89-7869";2002-06-27;"3838-4493-1310-2977";0;NA
"4652";"Scot Kris";"898-15-6003";1997-07-26;"9354-8854-7258-9703";0;NA
"4653";"Philip Weimann";"439-90-4556";1994-05-03;"5797-2371-8783-6597";0;NA
"4654";"Opal Kuhlman";"965-47-4248";1993-05-21;"2441-1032-8715-6164";1;"2005-10-31"
"4655";"Rosendo Pollich";"459-36-4617";2002-07-18;"4260-6777-6066-7760";0;NA
"4656";"Lola Skiles";"723-13-7926";1991-10-18;"2285-2483-9292-3594";0;NA
"4657";"Rolande Weber";"235-27-2844";1995-01-12;"5508-8843-2082-4333";1;"2020-05-12"
"4658";"Alysia Conn";"121-44-7511";1990-07-06;"2323-2848-2310-6508";0;NA
"4659";"Brittanie Kessler";"506-33-5508";1990-09-12;"9309-7761-7747-3213";0;NA
"4660";"Lacresha Parker";"132-57-9970";2001-02-26;"8940-4577-4096-5829";0;NA
"4661";"Jefferey Beier";"394-32-3757";1994-02-19;"8180-2708-1113-4116";0;NA
"4662";"Anibal Kulas";"871-76-4114";2003-12-19;"7520-1684-7746-6346";0;NA
"4663";"Ivonne Cronin";"639-56-1955";1995-02-22;"2224-9882-6710-8127";0;NA
"4664";"Marco Lueilwitz";"594-88-9182";1994-06-02;"7392-1814-9104-5173";0;NA
"4665";"Adam Harvey";"221-89-3455";1999-11-21;"2209-6909-8985-4052";0;NA
"4666";"Joel Homenick";"178-87-3288";1997-12-29;"1180-1094-4450-1327";1;"2006-09-21"
"4667";"Eli West";"847-32-8639";1995-03-08;"2611-5060-4333-1734";0;NA
"4668";"Ashleigh McLaughlin";"185-62-9227";1993-02-02;"3133-5385-8870-9555";0;NA
"4669";"Nestor Crist";"941-15-1342";1997-03-08;"3595-4806-5126-3878";0;NA
"4670";"Herta Baumbach";"543-22-1360";1999-09-24;"7379-8968-7508-8917";0;NA
"4671";"Marvel McGlynn";"170-31-2565";1997-09-22;"9153-6866-1716-8748";0;NA
"4672";"Malcolm Nitzsche";"731-31-1329";1995-09-11;"1607-3477-4846-5174";0;NA
"4673";"Dayle Parker";"824-57-1359";1996-05-15;"9343-3472-3034-6599";1;"2013-01-04"
"4674";"Chong Sanford";"269-56-7764";1993-02-03;"5036-3667-2433-2534";0;NA
"4675";"Earlie O'Conner";"889-79-5662";2003-05-31;"6687-7440-9866-4527";1;"2020-04-27"
"4676";"Bree Rippin";"392-11-7014";1993-05-23;"6163-6443-4407-7071";0;NA
"4677";"Zachery Stracke";"689-25-2494";2002-04-22;"8329-5146-1277-7352";0;NA
"4678";"Gaylord Vandervort";"254-73-2413";1990-10-30;"8140-5995-6982-9010";0;NA
"4679";"Rosella Armstrong";"225-37-5011";1990-02-08;"7663-8036-6062-9987";0;NA
"4680";"Maynard Rolfson";"845-95-6779";1992-04-10;"1398-4569-6827-7776";0;NA
"4681";"Leonardo Quigley";"426-29-6306";1995-09-09;"9821-1204-8229-8923";0;NA
"4682";"Rene McKenzie";"804-75-3993";1990-03-30;"1195-6301-9650-9750";0;NA
"4683";"Demarcus Gislason";"677-87-4882";1998-03-10;"9346-7690-7257-1651";0;NA
"4684";"Andrea Boyer";"254-51-3317";1994-01-14;"1146-8502-1893-5986";1;"2017-07-25"
"4685";"Berry Adams";"149-62-4620";1993-03-04;"3299-8542-1844-2573";0;NA
"4686";"Sherwood Blick";"249-23-7220";1992-10-08;"7398-4545-8697-4407";1;"2011-04-12"
"4687";"Haywood Little";"432-60-4232";1996-05-17;"8544-1504-1601-3365";0;NA
"4688";"Bertram Williamson";"532-31-6016";2002-04-21;"5119-6121-3814-4257";0;NA
"4689";"Kristian Schulist";"232-38-2009";1998-03-13;"4151-6092-2299-7983";0;NA
"4690";"Marina McCullough";"909-81-1895";1993-06-19;"4091-7706-6505-9291";1;"2017-10-16"
"4691";"Ignacio Mills";"376-40-8029";1996-03-04;"7197-6291-7467-1061";0;NA
"4692";"Tess Kuhic";"840-97-2489";1995-06-09;"7231-3685-9710-1743";0;NA
"4693";"Jc Metz";"703-39-1131";1994-01-23;"5914-2023-1021-1650";0;NA
"4694";"Allen Kub";"523-77-9507";1991-08-05;"7835-2817-4116-9218";1;"2018-10-24"
"4695";"Douglass McLaughlin";"727-40-1825";1992-07-06;"2436-4616-2773-4991";0;NA
"4696";"Art Koepp";"116-70-8402";1995-05-03;"1395-1956-6290-1323";0;NA
"4697";"Chaya Pfeffer";"720-45-6292";2003-05-12;"7019-9697-5879-9992";0;NA
"4698";"Sage Rosenbaum";"144-70-7995";1994-03-19;"8787-6295-5392-5773";0;NA
"4699";"Amiee Carter";"629-34-1376";2003-12-25;"7369-9608-2808-1670";1;"2013-06-15"
"4700";"Thaddeus Gibson";"643-42-4594";2000-08-18;"3873-8520-1303-5498";0;NA
"4701";"Frances Hudson";"641-46-2695";2002-07-02;"4972-2231-9373-6509";0;NA
"4702";"Dorsey Jerde";"720-70-7240";1993-07-25;"7871-1745-5498-4259";0;NA
"4703";"Elaina Erdman";"224-83-6411";1993-09-28;"5029-5818-1469-2057";0;NA
"4704";"Jamey Upton";"486-22-6971";1999-06-13;"2851-2417-8662-2600";0;NA
"4705";"Corey Lindgren";"559-81-5172";2001-11-22;"4926-1853-4052-6726";1;"2013-12-27"
"4706";"Wade Kuhn";"267-64-6964";2002-01-20;"4831-6876-1726-7255";0;NA
"4707";"Donn Yost";"182-71-6960";1995-12-15;"6879-7188-7076-8506";0;NA
"4708";"Evangeline Schmeler";"543-83-4046";1999-05-26;"9641-7828-1946-9545";0;NA
"4709";"Vincenzo McCullough";"373-18-8279";1998-07-14;"4437-6013-3560-8718";0;NA
"4710";"Connie Greenfelder";"636-80-6962";1995-10-23;"8113-5007-7415-6710";0;NA
"4711";"Dorian Mayer";"804-92-3364";1995-11-19;"9396-8732-8053-2765";0;NA
"4712";"Lenore Russel";"228-77-1087";1999-05-02;"5453-2764-5470-3316";1;"2021-05-24"
"4713";"Edwardo Wiegand";"206-70-3635";2001-01-25;"5904-2391-5611-2775";0;NA
"4714";"Amos Fadel";"567-55-6743";1998-08-31;"5437-8353-1374-2262";0;NA
"4715";"Carolyne Goodwin";"765-44-2113";1993-11-28;"4625-2065-5042-2706";0;NA
"4716";"Justin Collier";"378-42-6412";1990-07-22;"4107-7883-5747-1214";1;"2007-04-29"
"4717";"Herb Bogan";"577-60-5915";1990-11-16;"3916-8182-9632-7422";0;NA
"4718";"Teresia Kertzmann";"918-99-9910";1990-06-13;"9442-3202-6792-5229";1;"2022-07-25"
"4719";"Jeff Beer";"227-23-2818";1992-09-13;"9205-3517-4359-3571";0;NA
"4720";"Hermine Oberbrunner";"681-84-1586";1992-05-14;"9495-8419-7207-7148";0;NA
"4721";"Rory Simonis";"671-96-4975";2003-12-16;"8630-6430-6837-9312";0;NA
"4722";"Sueann Stamm";"364-17-1043";2001-11-04;"7415-1468-9476-4827";0;NA
"4723";"Vaughn Kemmer";"436-29-7437";2000-06-03;"2419-5604-9813-1166";0;NA
"4724";"Verlie Streich";"497-14-3976";1997-10-03;"3610-7382-9772-7438";0;NA
"4725";"Beverley Roob";"140-51-3529";1992-12-02;"6562-3810-6813-1380";0;NA
"4726";"Fermin Parker";"707-39-9053";1992-03-18;"4089-5416-6562-7002";0;NA
"4727";"Rodney Halvorson";"300-13-3421";1998-01-04;"5503-4185-6297-6903";0;NA
"4728";"Kasi Greenfelder";"726-70-5417";1999-11-09;"9941-9096-8956-7677";0;NA
"4729";"Josue O'Hara";"971-14-5816";2003-01-04;"8520-3631-1784-3728";0;NA
"4730";"Mi Halvorson";"402-96-8664";1993-02-07;"8638-9546-2108-9365";1;"2007-03-29"
"4731";"Giuseppe Orn";"283-60-8997";2000-09-26;"8142-2429-5377-3534";0;NA
"4732";"Perla Schneider";"653-68-9598";1993-12-05;"3435-2936-5630-9256";0;NA
"4733";"Abram Streich";"837-64-7003";1992-02-25;"3336-4926-9064-4394";0;NA
"4734";"Dollie Ebert";"757-70-3889";1998-04-19;"2920-4077-6145-1257";0;NA
"4735";"Terrance Nicolas";"782-94-1935";1994-07-03;"1122-5676-1456-2007";1;"2022-06-07"
"4736";"Homer Schoen";"542-38-3103";2001-05-22;"6790-6405-9912-8753";0;NA
"4737";"Hyon Mohr";"723-67-4235";1991-08-16;"1237-2386-5879-4541";1;"2007-09-22"
"4738";"Kathe Witting";"648-86-5992";1992-05-09;"4278-3903-4817-5863";0;NA
"4739";"Bev Carroll";"830-86-2376";1993-12-04;"5121-8023-3172-2147";0;NA
"4740";"Randy Langworth";"620-28-6319";2000-09-04;"7904-2962-7826-1856";0;NA
"4741";"Aubrey Dietrich";"941-94-2414";1997-05-28;"9404-1755-3750-2595";0;NA
"4742";"Petronila Hilll";"412-84-8615";1993-05-31;"5114-2932-2648-3482";0;NA
"4743";"Kenneth Herman";"164-55-4954";1999-04-11;"9802-9329-3743-3632";0;NA
"4744";"Alease Boyle";"681-20-2864";1990-04-21;"9596-4284-3778-7826";0;NA
"4745";"Elaine Labadie";"196-42-2003";1990-01-16;"2090-8720-9544-3015";0;NA
